text,label
Your bank account has been locked. Please verify at http://secure-update-info.com,phishing
Your bank account has been temporarily disabled. Please verify at https://verify-account-login.com,phishing
Your subscription is confirmed for 04:52 PM.,safe
"Dear customer, flagged is required to prevent deactivation. Visit https://verify-account-login.com",phishing
Your invoice for appointment is ready. Total: $92.54.,safe
"Dear customer, temporarily disabled is required to prevent deactivation. Visit http://bit.ly/OZMUAY",phishing
Your order is confirmed for 11:31 AM.,safe
Reminder: Your subscription is scheduled at 02:14 PM.,safe
Your invoice for order is ready. Total: $26.96.,safe
Reminder: Your delivery is scheduled at 09:53 AM.,safe
Your invoice for order is ready. Total: $74.37.,safe
You have been selected to receive a free iPhone. Claim here: http://secure-update-info.com,phishing
You have been nominated to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
You have been nominated to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
Your delivery is confirmed for 02:58 PM.,safe
Reminder: Your subscription is scheduled at 05:46 PM.,safe
"Dear customer, flagged is required to prevent loss of access. Visit http://bit.ly/wqrEYi",phishing
Thank you for your payment to Netflix.,safe
Your invoice for appointment is ready. Total: $87.75.,safe
Your account has been flagged. Login to continue at https://verify-account-login.com,phishing
Your subscription is confirmed for 10:21 AM.,safe
Your PayPal account has been temporarily disabled. Login to continue at https://verify-account-login.com,phishing
"Dear customer, locked is required to prevent termination. Visit http://secure-update-info.com",phishing
Your invoice for order is ready. Total: $82.34.,safe
"Hi Carly, your consultation is at 03:20 PM. See you soon!",safe
"Dear customer, suspended is required to prevent loss of access. Visit http://bit.ly/jzyaCk",phishing
Your invoice for appointment is ready. Total: $74.73.,safe
"Dear customer, temporarily disabled is required to prevent termination. Visit https://verify-account-login.com",phishing
"Dear customer, flagged is required to prevent deactivation. Visit https://verify-account-login.com",phishing
Your appointment is confirmed for 08:54 AM.,safe
Your invoice for order is ready. Total: $36.33.,safe
Your Apple ID has been temporarily disabled. Please verify at http://secure-update-info.com,phishing
Thank you for your payment to Uber.,safe
You have been nominated to receive a reward. Claim here: https://verify-account-login.com,phishing
Your invoice for delivery is ready. Total: $98.13.,safe
Your delivery is confirmed for 10:44 AM.,safe
Your subscription is confirmed for 01:16 AM.,safe
"Dear customer, flagged is required to prevent deactivation. Visit http://bit.ly/HdjnhX",phishing
"Hi Laura, your gym session is at 09:30 PM. See you soon!",safe
"Hi Madison, your gym session is at 03:34 PM. See you soon!",safe
Your appointment is confirmed for 08:11 AM.,safe
Thank you for your payment to Spotify.,safe
Your PayPal account has been suspended. Login to continue at http://bit.ly/jPFpyQ,phishing
"Dear customer, locked is required to prevent loss of access. Visit http://secure-update-info.com",phishing
Reminder: Your appointment is scheduled at 08:21 AM.,safe
Your PayPal account has been locked. Please verify at http://secure-update-info.com,phishing
Your invoice for appointment is ready. Total: $99.09.,safe
Reminder: Your order is scheduled at 10:59 PM.,safe
Reminder: Your appointment is scheduled at 01:36 AM.,safe
"Hi Gwendolyn, your doctor appointment is at 02:26 PM. See you soon!",safe
You have been selected to receive a prize. Claim here: http://bit.ly/oJBKRx,phishing
You have been selected to receive a prize. Claim here: https://verify-account-login.com,phishing
Your delivery has been shipped. Track it here: https://tracking.hall-castillo.com/track?id=QpqePa,safe
Your delivery has been shipped. Track it here: https://tracking.bowman.com/track?id=VIRsrc,safe
Your order has been shipped. Track it here: https://tracking.obrien-hood.com/track?id=HSYxKN,safe
"Hi Dennis, your gym session is at 09:38 PM. See you soon!",safe
Security Alert: unusual activity detected. Act now: http://secure-update-info.com,phishing
"Hi Jacqueline, your consultation is at 08:46 PM. See you soon!",safe
Reminder: Your subscription is scheduled at 02:03 PM.,safe
Reminder: Your order is scheduled at 05:47 AM.,safe
"Dear customer, suspended is required to prevent termination. Visit https://verify-account-login.com",phishing
Thank you for your payment to Spotify.,safe
"Dear customer, temporarily disabled is required to prevent loss of access. Visit https://verify-account-login.com",phishing
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
"Hi Stephanie, your consultation is at 02:52 AM. See you soon!",safe
Your package has been shipped. Track it here: https://tracking.green-armstrong.com/track?id=nParqc,safe
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
"Hi Jonathan, your doctor appointment is at 12:22 PM. See you soon!",safe
Your package has been shipped. Track it here: https://tracking.flores.com/track?id=VSSwzQ,safe
Your Apple ID has been temporarily disabled. Login to continue at http://bit.ly/qcOeAj,phishing
You have been selected to receive a $1000 gift card. Claim here: http://bit.ly/DAwcvG,phishing
"Dear customer, temporarily disabled is required to prevent loss of access. Visit http://bit.ly/OTpTtf",phishing
You have been selected to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
Thank you for your payment to Spotify.,safe
Reminder: Your appointment is scheduled at 08:12 AM.,safe
You have been selected to receive a free iPhone. Claim here: http://bit.ly/lVKvUC,phishing
Thank you for your payment to Netflix.,safe
Your PayPal account has been temporarily disabled. Login to continue at http://bit.ly/beDPsy,phishing
"Dear customer, flagged is required to prevent loss of access. Visit https://verify-account-login.com",phishing
Your account has been temporarily disabled. Please verify at http://bit.ly/XJHFgF,phishing
You have been nominated to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
"Dear customer, temporarily disabled is required to prevent deactivation. Visit http://secure-update-info.com",phishing
Your delivery has been shipped. Track it here: https://tracking.myers.com/track?id=PlsnYg,safe
Your PayPal account has been flagged. Login to continue at http://bit.ly/eAGXPM,phishing
Security Alert: unusual activity detected. Act now: http://bit.ly/cAEHMH,phishing
Your invoice for order is ready. Total: $49.01.,safe
You have been nominated to receive a reward. Claim here: http://secure-update-info.com,phishing
Your package has been shipped. Track it here: https://tracking.barrera.com/track?id=YGrogR,safe
Your package has been shipped. Track it here: https://tracking.davidson.com/track?id=SrkeVt,safe
Your Apple ID has been temporarily disabled. Confirm your identity at http://bit.ly/ZTLoST,phishing
You have been nominated to receive a prize. Claim here: http://secure-update-info.com,phishing
"Hi Henry, your gym session is at 01:39 AM. See you soon!",safe
Your package has been shipped. Track it here: https://tracking.gillespie.com/track?id=kTEcNg,safe
Reminder: Your order is scheduled at 04:24 AM.,safe
Reminder: Your order is scheduled at 01:24 AM.,safe
Your bank account has been suspended. Please verify at https://verify-account-login.com,phishing
"Hi Jessica, your doctor appointment is at 03:53 PM. See you soon!",safe
"Dear customer, suspended is required to prevent loss of access. Visit http://bit.ly/skAUmV",phishing
Your Apple ID has been temporarily disabled. Please verify at https://verify-account-login.com,phishing
You have been nominated to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
You have been selected to receive a free iPhone. Claim here: http://secure-update-info.com,phishing
Your invoice for order is ready. Total: $99.49.,safe
Security Alert: multiple failed logins. Act now: https://verify-account-login.com,phishing
Your delivery has been shipped. Track it here: https://tracking.robertson.com/track?id=uHjsSu,safe
Your PayPal account has been locked. Please verify at http://secure-update-info.com,phishing
Your PayPal account has been temporarily disabled. Login to continue at http://bit.ly/SDldWk,phishing
"Hi Parker, your consultation is at 12:21 AM. See you soon!",safe
Your delivery has been shipped. Track it here: https://tracking.warner.net/track?id=tUxYqv,safe
Security Alert: unauthorized login attempt. Act now: http://bit.ly/MJadcY,phishing
Your appointment is confirmed for 09:58 PM.,safe
Your PayPal account has been suspended. Confirm your identity at http://bit.ly/lAGqJH,phishing
You have been nominated to receive a reward. Claim here: http://bit.ly/PyUaND,phishing
You have been selected to receive a free iPhone. Claim here: http://secure-update-info.com,phishing
Thank you for your payment to Amazon.,safe
Your delivery has been shipped. Track it here: https://tracking.jimenez.com/track?id=PrCGfg,safe
"Dear customer, flagged is required to prevent loss of access. Visit http://bit.ly/AlHOfc",phishing
Your invoice for subscription is ready. Total: $85.07.,safe
Reminder: Your order is scheduled at 05:40 AM.,safe
Your bank account has been suspended. Confirm your identity at http://bit.ly/mNrHMm,phishing
Your PayPal account has been suspended. Login to continue at http://bit.ly/xFsLbB,phishing
You have been nominated to receive a free iPhone. Claim here: http://bit.ly/VmTEbc,phishing
Your invoice for subscription is ready. Total: $12.88.,safe
You have been chosen to receive a prize. Claim here: http://secure-update-info.com,phishing
"Dear customer, temporarily disabled is required to prevent loss of access. Visit http://bit.ly/OvVuWU",phishing
Security Alert: unauthorized login attempt. Act now: http://bit.ly/qRuzKB,phishing
Thank you for your payment to Netflix.,safe
Your invoice for delivery is ready. Total: $70.22.,safe
You have been chosen to receive a $1000 gift card. Claim here: http://secure-update-info.com,phishing
Your delivery is confirmed for 01:55 AM.,safe
"Dear customer, flagged is required to prevent loss of access. Visit http://bit.ly/CYBULG",phishing
Your delivery has been shipped. Track it here: https://tracking.cruz-larsen.com/track?id=QBtCHx,safe
Your invoice for order is ready. Total: $29.92.,safe
"Dear customer, suspended is required to prevent termination. Visit http://bit.ly/ftmnBX",phishing
Your delivery has been shipped. Track it here: https://tracking.perkins-williams.com/track?id=WfABKe,safe
Your invoice for appointment is ready. Total: $40.85.,safe
Your delivery is confirmed for 05:21 PM.,safe
Reminder: Your order is scheduled at 05:00 AM.,safe
Your bank account has been temporarily disabled. Login to continue at http://bit.ly/QOjYgP,phishing
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
Security Alert: unusual activity detected. Act now: http://bit.ly/VBDzyl,phishing
Security Alert: multiple failed logins. Act now: https://verify-account-login.com,phishing
Security Alert: unusual activity detected. Act now: http://bit.ly/PdDbKE,phishing
"Dear customer, locked is required to prevent deactivation. Visit http://secure-update-info.com",phishing
You have been selected to receive a free iPhone. Claim here: http://bit.ly/vpykHX,phishing
Your order is confirmed for 09:09 PM.,safe
"Hi Bonnie, your gym session is at 12:18 PM. See you soon!",safe
Security Alert: unusual activity detected. Act now: http://secure-update-info.com,phishing
You have been selected to receive a reward. Claim here: https://verify-account-login.com,phishing
Your account has been flagged. Login to continue at https://verify-account-login.com,phishing
You have been chosen to receive a reward. Claim here: https://verify-account-login.com,phishing
Your account has been flagged. Please verify at https://verify-account-login.com,phishing
You have been nominated to receive a prize. Claim here: https://verify-account-login.com,phishing
"Hi James, your gym session is at 11:18 AM. See you soon!",safe
Your appointment is confirmed for 11:38 PM.,safe
Reminder: Your appointment is scheduled at 06:01 AM.,safe
Security Alert: unauthorized login attempt. Act now: http://bit.ly/fZGDlR,phishing
Your delivery is confirmed for 09:15 PM.,safe
Your order has been shipped. Track it here: https://tracking.flynn.biz/track?id=lsuxjR,safe
"Dear customer, locked is required to prevent loss of access. Visit http://bit.ly/kMDLZc",phishing
Your Apple ID has been flagged. Login to continue at http://bit.ly/OFdlli,phishing
Your appointment is confirmed for 07:30 PM.,safe
Your Apple ID has been locked. Confirm your identity at http://bit.ly/nxXZWr,phishing
"Dear customer, temporarily disabled is required to prevent deactivation. Visit http://secure-update-info.com",phishing
"Dear customer, locked is required to prevent loss of access. Visit http://bit.ly/eYfvxK",phishing
Thank you for your payment to Spotify.,safe
"Dear customer, locked is required to prevent deactivation. Visit http://secure-update-info.com",phishing
Your delivery has been shipped. Track it here: https://tracking.kane.com/track?id=lvyYwe,safe
Thank you for your payment to Spotify.,safe
Reminder: Your appointment is scheduled at 09:07 PM.,safe
Your package has been shipped. Track it here: https://tracking.bennett.com/track?id=fOWjYH,safe
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
Thank you for your payment to Spotify.,safe
Reminder: Your subscription is scheduled at 08:37 PM.,safe
Your order is confirmed for 05:00 AM.,safe
You have been chosen to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
Your account has been suspended. Please verify at http://secure-update-info.com,phishing
Security Alert: unusual activity detected. Act now: http://secure-update-info.com,phishing
Thank you for your payment to Uber.,safe
"Hi Michael, your gym session is at 01:45 AM. See you soon!",safe
"Dear customer, flagged is required to prevent loss of access. Visit http://secure-update-info.com",phishing
Your PayPal account has been flagged. Login to continue at http://bit.ly/blnuLB,phishing
You have been selected to receive a reward. Claim here: http://bit.ly/gMFfuE,phishing
Thank you for your payment to Uber.,safe
Your delivery has been shipped. Track it here: https://tracking.anderson-elliott.info/track?id=clTnJZ,safe
You have been chosen to receive a reward. Claim here: http://bit.ly/jIhIem,phishing
Thank you for your payment to Uber.,safe
Reminder: Your subscription is scheduled at 06:06 AM.,safe
Your order is confirmed for 01:56 AM.,safe
Your subscription is confirmed for 07:55 PM.,safe
"Dear customer, flagged is required to prevent loss of access. Visit https://verify-account-login.com",phishing
"Hi James, your doctor appointment is at 06:10 AM. See you soon!",safe
Your invoice for subscription is ready. Total: $20.75.,safe
Thank you for your payment to Netflix.,safe
Your Apple ID has been suspended. Confirm your identity at http://bit.ly/NvrKyt,phishing
Thank you for your payment to Netflix.,safe
Your package has been shipped. Track it here: https://tracking.wilson-hanson.biz/track?id=frkmxM,safe
Your PayPal account has been suspended. Please verify at http://secure-update-info.com,phishing
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
Your invoice for appointment is ready. Total: $64.63.,safe
Thank you for your payment to Spotify.,safe
Your PayPal account has been temporarily disabled. Login to continue at http://bit.ly/YYpYpq,phishing
Security Alert: unauthorized login attempt. Act now: http://bit.ly/nCAFnH,phishing
Your account has been suspended. Please verify at http://bit.ly/VpJPnp,phishing
Your invoice for order is ready. Total: $70.60.,safe
You have been selected to receive a free iPhone. Claim here: http://bit.ly/gxSIbJ,phishing
"Hi Pamela, your gym session is at 01:52 PM. See you soon!",safe
"Dear customer, suspended is required to prevent deactivation. Visit http://bit.ly/JdcixA",phishing
"Dear customer, flagged is required to prevent loss of access. Visit http://secure-update-info.com",phishing
Your PayPal account has been flagged. Confirm your identity at http://bit.ly/oBXsgL,phishing
Security Alert: unusual activity detected. Act now: http://bit.ly/EvVfnn,phishing
"Hi Maureen, your doctor appointment is at 11:42 PM. See you soon!",safe
Reminder: Your order is scheduled at 08:49 PM.,safe
Your PayPal account has been locked. Please verify at https://verify-account-login.com,phishing
"Hi Teresa, your doctor appointment is at 10:31 PM. See you soon!",safe
You have been chosen to receive a free iPhone. Claim here: http://bit.ly/AwHcPL,phishing
Your order has been shipped. Track it here: https://tracking.moore-davies.com/track?id=BYVguh,safe
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
Your account has been temporarily disabled. Login to continue at https://verify-account-login.com,phishing
Your PayPal account has been suspended. Confirm your identity at http://bit.ly/VblRBk,phishing
"Dear customer, flagged is required to prevent deactivation. Visit http://secure-update-info.com",phishing
Your bank account has been suspended. Please verify at http://secure-update-info.com,phishing
"Dear customer, flagged is required to prevent termination. Visit http://secure-update-info.com",phishing
"Dear customer, locked is required to prevent loss of access. Visit https://verify-account-login.com",phishing
Your package has been shipped. Track it here: https://tracking.hall-shaw.net/track?id=yBCOsM,safe
"Dear customer, flagged is required to prevent loss of access. Visit http://bit.ly/XZHABU",phishing
Your invoice for delivery is ready. Total: $88.61.,safe
Your Apple ID has been suspended. Confirm your identity at http://bit.ly/HscSWv,phishing
"Hi Wendy, your doctor appointment is at 05:01 PM. See you soon!",safe
Reminder: Your appointment is scheduled at 06:07 PM.,safe
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
Reminder: Your delivery is scheduled at 09:25 PM.,safe
Your delivery is confirmed for 11:48 AM.,safe
"Dear customer, suspended is required to prevent deactivation. Visit http://bit.ly/ZFyfsA",phishing
Your order is confirmed for 01:24 PM.,safe
"Dear customer, suspended is required to prevent termination. Visit http://secure-update-info.com",phishing
You have been chosen to receive a $1000 gift card. Claim here: http://secure-update-info.com,phishing
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
"Dear customer, locked is required to prevent loss of access. Visit http://bit.ly/GkAAop",phishing
"Dear customer, flagged is required to prevent termination. Visit http://bit.ly/aELJdq",phishing
Your account has been locked. Login to continue at http://secure-update-info.com,phishing
Your invoice for subscription is ready. Total: $38.87.,safe
You have been nominated to receive a free iPhone. Claim here: http://bit.ly/nmFjDW,phishing
"Hi Brian, your doctor appointment is at 11:30 PM. See you soon!",safe
"Hi Angela, your doctor appointment is at 03:08 PM. See you soon!",safe
Your subscription is confirmed for 01:55 AM.,safe
Your order has been shipped. Track it here: https://tracking.meadows.org/track?id=vUTKeA,safe
Your order has been shipped. Track it here: https://tracking.monroe-wall.com/track?id=IpPQIR,safe
Your PayPal account has been suspended. Confirm your identity at http://bit.ly/NshQMa,phishing
Thank you for your payment to Amazon.,safe
Your order is confirmed for 11:05 AM.,safe
"Dear customer, locked is required to prevent termination. Visit https://verify-account-login.com",phishing
Reminder: Your appointment is scheduled at 08:22 AM.,safe
Reminder: Your subscription is scheduled at 11:02 AM.,safe
"Dear customer, temporarily disabled is required to prevent termination. Visit http://secure-update-info.com",phishing
Reminder: Your delivery is scheduled at 01:04 AM.,safe
Your invoice for order is ready. Total: $94.73.,safe
Your order is confirmed for 05:50 PM.,safe
Your order is confirmed for 10:13 PM.,safe
"Hi Andrea, your gym session is at 08:31 PM. See you soon!",safe
Reminder: Your order is scheduled at 11:45 PM.,safe
Thank you for your payment to Amazon.,safe
Your Apple ID has been suspended. Confirm your identity at http://bit.ly/gIyXPP,phishing
"Dear customer, locked is required to prevent deactivation. Visit https://verify-account-login.com",phishing
Your order has been shipped. Track it here: https://tracking.gonzalez-barber.com/track?id=XaIYmJ,safe
"Dear customer, suspended is required to prevent deactivation. Visit http://secure-update-info.com",phishing
Thank you for your payment to Netflix.,safe
Reminder: Your subscription is scheduled at 08:21 PM.,safe
You have been nominated to receive a $1000 gift card. Claim here: http://bit.ly/HVwXIK,phishing
Thank you for your payment to Netflix.,safe
"Dear customer, suspended is required to prevent loss of access. Visit https://verify-account-login.com",phishing
Your invoice for delivery is ready. Total: $25.94.,safe
Security Alert: unusual activity detected. Act now: http://bit.ly/JTVmnx,phishing
Your Apple ID has been flagged. Please verify at https://verify-account-login.com,phishing
"Dear customer, temporarily disabled is required to prevent termination. Visit http://secure-update-info.com",phishing
Security Alert: unusual activity detected. Act now: http://secure-update-info.com,phishing
Thank you for your payment to Amazon.,safe
Thank you for your payment to Uber.,safe
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
"Dear customer, flagged is required to prevent loss of access. Visit http://bit.ly/rkFktN",phishing
Thank you for your payment to Amazon.,safe
Security Alert: unauthorized login attempt. Act now: http://secure-update-info.com,phishing
Your Apple ID has been flagged. Please verify at https://verify-account-login.com,phishing
Your appointment is confirmed for 04:01 PM.,safe
You have been chosen to receive a reward. Claim here: http://bit.ly/mQpwOb,phishing
You have been chosen to receive a $1000 gift card. Claim here: http://secure-update-info.com,phishing
Your Apple ID has been locked. Login to continue at http://secure-update-info.com,phishing
Your order has been shipped. Track it here: https://tracking.hayes.com/track?id=NUEmrl,safe
Reminder: Your appointment is scheduled at 03:15 AM.,safe
Your order is confirmed for 12:11 AM.,safe
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
"Hi Julie, your gym session is at 11:45 PM. See you soon!",safe
Security Alert: unusual activity detected. Act now: http://bit.ly/VXLiHb,phishing
Reminder: Your order is scheduled at 09:41 PM.,safe
Your Apple ID has been flagged. Please verify at http://secure-update-info.com,phishing
Security Alert: unusual activity detected. Act now: http://bit.ly/rEzReZ,phishing
You have been selected to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
You have been chosen to receive a free iPhone. Claim here: http://secure-update-info.com,phishing
You have been nominated to receive a free iPhone. Claim here: http://bit.ly/OKcsiJ,phishing
"Hi James, your doctor appointment is at 09:22 AM. See you soon!",safe
Your delivery is confirmed for 11:50 PM.,safe
Your Apple ID has been locked. Please verify at https://verify-account-login.com,phishing
You have been chosen to receive a prize. Claim here: https://verify-account-login.com,phishing
"Hi Nathan, your consultation is at 09:31 AM. See you soon!",safe
Thank you for your payment to Uber.,safe
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Your invoice for appointment is ready. Total: $35.49.,safe
Your package has been shipped. Track it here: https://tracking.lam.org/track?id=McJfcW,safe
Your package has been shipped. Track it here: https://tracking.rodriguez.net/track?id=ZERGvs,safe
"Hi Christie, your consultation is at 04:13 PM. See you soon!",safe
"Dear customer, suspended is required to prevent loss of access. Visit http://secure-update-info.com",phishing
Thank you for your payment to Spotify.,safe
Your delivery has been shipped. Track it here: https://tracking.brown.info/track?id=qCxiCp,safe
"Dear customer, flagged is required to prevent deactivation. Visit http://bit.ly/khCEyU",phishing
Reminder: Your subscription is scheduled at 09:05 AM.,safe
Security Alert: unusual activity detected. Act now: http://bit.ly/CjtvMc,phishing
Security Alert: unauthorized login attempt. Act now: http://bit.ly/syssyX,phishing
You have been selected to receive a reward. Claim here: http://secure-update-info.com,phishing
Security Alert: multiple failed logins. Act now: https://verify-account-login.com,phishing
Reminder: Your delivery is scheduled at 04:36 AM.,safe
"Hi William, your doctor appointment is at 04:30 AM. See you soon!",safe
You have been selected to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
Your package has been shipped. Track it here: https://tracking.smith-schneider.org/track?id=gCbJyv,safe
Reminder: Your order is scheduled at 01:08 PM.,safe
"Hi Matthew, your consultation is at 08:34 PM. See you soon!",safe
You have been nominated to receive a reward. Claim here: https://verify-account-login.com,phishing
Your invoice for order is ready. Total: $64.79.,safe
You have been nominated to receive a $1000 gift card. Claim here: http://secure-update-info.com,phishing
Security Alert: unauthorized login attempt. Act now: http://bit.ly/UwgLyr,phishing
Your Apple ID has been locked. Login to continue at http://bit.ly/hLiAPc,phishing
You have been selected to receive a $1000 gift card. Claim here: http://secure-update-info.com,phishing
Your order has been shipped. Track it here: https://tracking.fisher.info/track?id=QvIbcA,safe
Security Alert: unauthorized login attempt. Act now: http://secure-update-info.com,phishing
Your PayPal account has been locked. Login to continue at http://bit.ly/twnrsV,phishing
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
Thank you for your payment to Spotify.,safe
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
Reminder: Your appointment is scheduled at 11:33 PM.,safe
Your subscription is confirmed for 05:53 PM.,safe
Thank you for your payment to Spotify.,safe
You have been selected to receive a $1000 gift card. Claim here: http://secure-update-info.com,phishing
Your package has been shipped. Track it here: https://tracking.silva.net/track?id=Smkcqz,safe
You have been selected to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
"Dear customer, locked is required to prevent deactivation. Visit http://secure-update-info.com",phishing
"Dear customer, temporarily disabled is required to prevent loss of access. Visit https://verify-account-login.com",phishing
Security Alert: multiple failed logins. Act now: https://verify-account-login.com,phishing
"Dear customer, locked is required to prevent loss of access. Visit http://bit.ly/zveudq",phishing
Your delivery is confirmed for 03:58 AM.,safe
Your delivery is confirmed for 06:39 AM.,safe
You have been chosen to receive a free iPhone. Claim here: http://secure-update-info.com,phishing
You have been selected to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
You have been nominated to receive a reward. Claim here: http://bit.ly/eNPcur,phishing
Your package has been shipped. Track it here: https://tracking.mayer.info/track?id=iUrSrn,safe
You have been selected to receive a free iPhone. Claim here: http://bit.ly/vYbYAn,phishing
Your PayPal account has been locked. Login to continue at http://secure-update-info.com,phishing
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
"Dear customer, locked is required to prevent termination. Visit http://secure-update-info.com",phishing
Reminder: Your subscription is scheduled at 04:33 PM.,safe
You have been nominated to receive a free iPhone. Claim here: http://bit.ly/QKGbIP,phishing
Reminder: Your subscription is scheduled at 10:48 AM.,safe
Your delivery has been shipped. Track it here: https://tracking.lawson.info/track?id=dKviAa,safe
Your delivery has been shipped. Track it here: https://tracking.myers-mcdaniel.com/track?id=okpAXa,safe
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
You have been selected to receive a prize. Claim here: https://verify-account-login.com,phishing
"Dear customer, flagged is required to prevent loss of access. Visit http://bit.ly/fuoZKE",phishing
"Dear customer, locked is required to prevent loss of access. Visit http://bit.ly/xONFId",phishing
You have been nominated to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
You have been nominated to receive a $1000 gift card. Claim here: http://secure-update-info.com,phishing
"Dear customer, temporarily disabled is required to prevent loss of access. Visit http://bit.ly/gbPYbx",phishing
"Dear customer, temporarily disabled is required to prevent loss of access. Visit https://verify-account-login.com",phishing
"Dear customer, temporarily disabled is required to prevent termination. Visit http://secure-update-info.com",phishing
Reminder: Your order is scheduled at 01:20 AM.,safe
Your subscription is confirmed for 01:00 PM.,safe
Your delivery is confirmed for 12:25 PM.,safe
Reminder: Your delivery is scheduled at 01:59 PM.,safe
"Dear customer, flagged is required to prevent termination. Visit http://secure-update-info.com",phishing
Security Alert: multiple failed logins. Act now: http://bit.ly/MCeqKS,phishing
Your invoice for appointment is ready. Total: $90.83.,safe
Reminder: Your subscription is scheduled at 09:16 AM.,safe
Your Apple ID has been suspended. Login to continue at http://secure-update-info.com,phishing
"Hi Robin, your gym session is at 09:53 AM. See you soon!",safe
Your account has been locked. Login to continue at http://secure-update-info.com,phishing
You have been chosen to receive a prize. Claim here: http://bit.ly/imSyxC,phishing
Your invoice for appointment is ready. Total: $38.02.,safe
Your invoice for appointment is ready. Total: $98.83.,safe
Your invoice for delivery is ready. Total: $12.81.,safe
"Dear customer, flagged is required to prevent termination. Visit http://secure-update-info.com",phishing
"Hi Michael, your gym session is at 03:42 AM. See you soon!",safe
Your Apple ID has been flagged. Login to continue at http://bit.ly/OpdOwi,phishing
"Hi Crystal, your gym session is at 11:15 PM. See you soon!",safe
You have been nominated to receive a prize. Claim here: https://verify-account-login.com,phishing
You have been selected to receive a prize. Claim here: http://secure-update-info.com,phishing
"Dear customer, temporarily disabled is required to prevent loss of access. Visit http://secure-update-info.com",phishing
Your account has been suspended. Please verify at http://secure-update-info.com,phishing
Reminder: Your subscription is scheduled at 02:06 PM.,safe
Security Alert: multiple failed logins. Act now: http://bit.ly/mQJzWe,phishing
"Dear customer, suspended is required to prevent termination. Visit https://verify-account-login.com",phishing
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
"Dear customer, flagged is required to prevent termination. Visit https://verify-account-login.com",phishing
Your invoice for subscription is ready. Total: $30.59.,safe
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Your delivery has been shipped. Track it here: https://tracking.erickson.com/track?id=dfdJkR,safe
Your invoice for delivery is ready. Total: $89.44.,safe
Thank you for your payment to Netflix.,safe
Thank you for your payment to Netflix.,safe
You have been nominated to receive a free iPhone. Claim here: http://secure-update-info.com,phishing
Thank you for your payment to Uber.,safe
Security Alert: multiple failed logins. Act now: https://verify-account-login.com,phishing
"Dear customer, flagged is required to prevent loss of access. Visit http://bit.ly/lbywch",phishing
You have been nominated to receive a prize. Claim here: http://bit.ly/qCmDvP,phishing
Thank you for your payment to Netflix.,safe
"Dear customer, suspended is required to prevent deactivation. Visit http://bit.ly/ffrmZI",phishing
"Dear customer, flagged is required to prevent deactivation. Visit http://secure-update-info.com",phishing
You have been selected to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
Your package has been shipped. Track it here: https://tracking.tran-taylor.com/track?id=reolfh,safe
You have been nominated to receive a free iPhone. Claim here: http://bit.ly/WAKRPN,phishing
Your invoice for delivery is ready. Total: $88.51.,safe
"Hi Jessica, your doctor appointment is at 04:37 PM. See you soon!",safe
Security Alert: multiple failed logins. Act now: http://bit.ly/ogVCgd,phishing
"Dear customer, locked is required to prevent termination. Visit http://bit.ly/gUCnNL",phishing
Your Apple ID has been suspended. Login to continue at http://secure-update-info.com,phishing
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Reminder: Your appointment is scheduled at 02:39 PM.,safe
Security Alert: multiple failed logins. Act now: http://bit.ly/vWCZwO,phishing
Your PayPal account has been flagged. Please verify at http://secure-update-info.com,phishing
Reminder: Your delivery is scheduled at 06:49 AM.,safe
Your Apple ID has been flagged. Login to continue at https://verify-account-login.com,phishing
Your package has been shipped. Track it here: https://tracking.moore-spence.info/track?id=idpxnG,safe
